"","ID","Name","Type","rConc","Name.1","Type.1","Value","Quality","Call","Threshold","In.Range","Out.Range","Peak.Ratio","X","X.1","Comments","PanelNumber","PlateName"
"5455","S35-A84","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ZAP70","Test",999,0,"Flag",0.023073164,999,999,0,NA,"ZAP70","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5456","S35-A83","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"STAT1","Test",16.42268237,1,"Pass",0.023073164,81.60819035,999,1,NA,"STAT1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5457","S35-A82","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"MX1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"MX1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5458","S35-A81","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IRF4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IRF4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5459","S35-A80","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IFIT1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IFIT1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5460","S35-A79","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CEACAM1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CEACAM1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5461","S35-A90","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TNFRSF1B","Test",16.46301966,1,"Pass",0.023073164,84.90047257,67.57221327,0.911549101,NA,"TNFRSF1B","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5462","S35-A89","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"NFKB1","Test",15.43526249,0,"Flag",0.023073164,999,85.81590863,0,NA,"NFKB1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5463","S35-A88","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IL3","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5464","S35-A87","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IL12B","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL12B","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5465","S35-A86","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"GAPDH","Test",9.57750543,1,"Pass",0.023073164,82.92423736,999,1,NA,"GAPDH","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5466","S35-A85","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD3E","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD3E","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5467","S35-A96","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ZEB2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"ZEB2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5468","S35-A95","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"STAT3","Test",13.29079779,1,"Pass",0.023073164,78.81243949,999,1,NA,"STAT3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5469","S35-A94","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"NUR77","Test",999,0,"Flag",0.023073164,999,999,0,NA,"NUR77","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5470","S35-A93","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IRF7","Test",20.20940787,0,"Flag",0.023073164,999,85.02250501,0,NA,"IRF7","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5471","S35-A92","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IFIT3","Test",13.73522166,1,"Pass",0.023073164,81.90570664,999,1,NA,"IFIT3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5472","S35-A91","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CXCL10","Test",15.25199978,1,"Pass",0.023073164,85.00507196,999,1,NA,"CXCL10","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"5473","S35-A01","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ACTA2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5474","S35-A02","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD36","Test",25.4099993146038,1,"Pass",0.021487681662316,75.8712728799189,999,1,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5475","S35-A03","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD8A","Test",18.8544894864504,0,"Flag",0.021487681662316,85.3428537207256,75.3754637053714,0.409838035941543,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5476","S35-A04","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CSF2RB","Test",22.5833260968324,0,"Flag",0.021487681662316,999,76.3041765642979,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5477","S35-A05","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"FGFR3","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5478","S35-A06","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"H2-DMA","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5479","S35-A07","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IGF2","Test",15.3337725251558,1,"Pass",0.021487681662316,81.6135975995998,65.7030052723504,0.909590131451448,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5480","S35-A08","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"KDR","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5481","S35-A09","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"MMP9","Test",22.2817756096788,1,"Pass",0.021487681662316,86.3831021732243,66.0265008346131,0.821532890245716,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5482","S35-A10","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"PPY","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5483","S35-A11","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TEK","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5484","S35-A12","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TNC","Test",15.2614246406329,1,"Pass",0.021487681662316,84.3538929756251,66.3922979810375,0.86508846420954,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5485","S35-A13","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ACVR1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5486","S35-A14","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD3E","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5487","S35-A15","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CLEC7A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5488","S35-A16","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CXCL13","Test",20.8296596830698,1,"Pass",0.021487681662316,81.0923719614418,66.3245324005113,0.848383868595361,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5489","S35-A17","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"FGR","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5490","S35-A18","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"HIF1A","Test",14.4981376757767,1,"Pass",0.021487681662316,75.7376047541452,65.8192395567713,0.943572742273698,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5491","S35-A19","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IL1A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5492","S35-A20","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"KLF5","Test",19.9858557009229,1,"Pass",0.021487681662316,77.8606537731945,65.8380017799068,0.888781957510561,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5493","S35-A21","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"NFATC1","Test",16.3786879848169,1,"Pass",0.021487681662316,81.0834791657195,65.7772751613939,0.928660668707514,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5494","S35-A22","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"PTGS2","Test",18.5362214730441,0,"Flag",0.021487681662316,999,81.6889334422576,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5495","S35-A23","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TGFB1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5496","S35-A24","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TNFSF11","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5497","S35-A25","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ANGPT1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5498","S35-A26","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5499","S35-A27","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"COL11A1","Test",20.5585988006833,1,"Pass",0.021487681662316,76.6077255683445,999,1,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5500","S35-A28","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"DES","Test",15.7862409555955,0,"Flag",0.021487681662316,999,83.908879461483,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5501","S35-A29","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"FLT4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5502","S35-A30","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IAPP","Test",9.26624652030334,1,"Pass",0.021487681662316,84.2090903572701,65.8957348398996,0.930084994171769,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5503","S35-A31","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IL1B","Test",18.2782528668611,0,"Flag",0.021487681662316,76.9063576319275,82.6377465414399,0.290027564128778,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5504","S35-A32","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"LCK","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5505","S35-A33","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"NLRP3","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5506","S35-A34","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"PTK2","Test",15.0482231453223,1,"Pass",0.021487681662316,80.3209414875271,65.8246135909739,0.947373733075132,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5507","S35-A35","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TIMP1","Test",22.8541852395639,0,"Flag",0.021487681662316,999,85.1230729544525,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5508","S35-A36","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"VCAM1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5509","S35-A37","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ANPEP","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5510","S35-A38","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD44","Test",24.4286981302967,0,"Flag",0.021487681662316,999,73.9453002295993,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5511","S35-A39","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"COL1A1","Test",17.9553215291601,0,"Flag",0.021487681662316,83.6215337827179,66.5139723012708,0.749783746545221,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5512","S35-A40","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"EGFR","Test",14.8673248863364,1,"Pass",0.021487681662316,78.3891962040312,65.7099737767554,0.93835756402998,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5513","S35-A41","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"GCG","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5514","S35-A42","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ICAM1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5515","S35-A43","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IL34","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5516","S35-A44","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"LEPR","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5517","S35-A45","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"PDGFA","Test",16.5914373079914,1,"Pass",0.021487681662316,84.0300534644124,65.6267819681041,0.904290176246632,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5518","S35-A46","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"RSPO1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5519","S35-A47","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TIMP2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5520","S35-A48","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"VEGFA","Test",11.8130824925269,1,"Pass",0.021487681662316,78.8022731007605,65.7885223014902,0.93922024287071,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5521","S35-A54","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ICAM2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5522","S35-A53","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"GFAP","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5523","S35-A52","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ADGRE1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5524","S35-A51","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"COL1A2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5525","S35-A50","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD74","Test",17.5890966573538,0,"Flag",0.021487681662316,999,84.7707080742352,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5526","S35-A49","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"BMP5","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5527","S35-A60","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"VEGFB","Test",15.3121277365469,1,"Pass",0.021487681662316,84.8414558609547,65.7551375024954,0.912141737312041,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5528","S35-A59","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TLR3","Test",15.5114237062858,1,"Pass",0.021487681662316,79.4256721643112,65.7812733677181,0.902820689530108,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5529","S35-A58","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"SELE","Test",20.32963506041,0,"Flag",0.021487681662316,78.354883384839,66.8899518929112,0.327007774345827,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5530","S35-A57","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"PDGFB","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5531","S35-A56","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"LY75","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5532","S35-A55","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"INS1","Test",12.6253545198858,1,"Pass",0.021487681662316,81.4025381589246,65.5331368488703,0.933053865447399,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5533","S35-A66","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"ICOSL","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5534","S35-A65","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"GHRL","Test",18.4316428244118,1,"Pass",0.021487681662316,80.6842917854683,65.8082569944073,0.908870687018919,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5535","S35-A64","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"FAP","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5536","S35-A63","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CSF1","Test",15.8687992252603,1,"Pass",0.021487681662316,80.0353450093146,65.7991211190025,0.927155846173001,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5537","S35-A62","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD80","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5538","S35-A61","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"BMP7","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5539","S35-A72","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"WNT2B","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5540","S35-A71","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"TLR4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5541","S35-A70","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"SFRP1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5542","S35-A69","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"PDGFRB","Test",20.5167603844583,0,"Flag",0.021487681662316,999,85.2599336737,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5543","S35-A68","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"MMP1A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5544","S35-A67","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"INS2","Test",2.5,0.166666666666667,"Flag",0.021487681662316,86.0620647803635,65.4485328116116,0.927043988427784,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5545","S35-A78","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"IFNG","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5546","S35-A77","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"GM13889","Test",16.2000287057544,1,"Pass",0.021487681662316,82.7636142253429,65.6298712527722,0.893905416602456,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5547","S35-A76","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"FCGR1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5548","S35-A75","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CSF1R","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5549","S35-A74","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD83","Test",26.4414947452819,1,"Pass",0.021487681662316,73.6473522806805,999,1,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5550","S35-A73","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"CD14","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"5551","S35-A84","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","Unknown",1,"WNT4","Test",15.0441059208072,0,"Flag",0.021487681662316,999,83.8240270605588,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
